SFF*,0,413473,solved,[0;3;5;4;1;2],[67.9054;100.142;99.6439;57.8618;92.3535;42.2797;92.9415;25.0387;74.8521;94.7402;34.7054;69.1867;65.4466;23.1668;88.8766],193.096,17.8778
SFF*,0,409408,solved,[0;4;5;1;3;2],[55.4253;96.483;41.0577;94.4713;101.359;75.5226;69.318;76.2041;65.8747;25.1553;33.7044;23.3624;64.4201;92.3246;67.1692],189.154,15.5926
SFF*,0,405236,solved,[0;3;5;4;1;2],[68.9344;98.9408;66.7875;58.2582;75.709;40.6826;93.9196;24.9852;74.4255;100.694;34.9431;67.8084;64.1501;23.4675;92.7936],190.866,14.1486
SFF*,0,407455,solved,[0;4;5;1;3;2],[57.8829;97.8642;39.9813;94.8048;93.9399;76.0574;69.9266;77.0057;67.0641;24.8987;34.8559;23.0271;63.0084;92.3884;67.513],189.827,12.0319
SFF*,0,405747,solved,[0;3;5;4;1;2],[67.8925;99.2256;84.8118;57.8207;78.756;41.4049;92.7937;24.9012;76.6277;94.0121;33.6431;67.2789;65.6218;24.4067;92.1801],191.635,12.3113
