sff,0,1048480,solved,[0;9;8;7;6;5;4;3;2;1],[274.04;377.036;271.591;250.213;212.987;151.185;303.73;273.66;218.07;230.194;411.499;155.863;319.573;320.961;343.973;383.336;285.233;99.2381;188.985;133.475;322.655;153.237;188.95;364.207;228.549;357.299;343.603;395.088;340.982;231.751;55.6084;102.993;209.465;284.861;119.625;318.345;258.746;198.818;138.409;28.0567;207.147;296.618;176.973;234.796;83.5488],1096.79,600.002
sff,0,1197743,solved,[0;9;8;7;6;5;4;3;2;1],[274.04;377.036;270.34;250.213;212.987;151.185;303.73;273.66;218.07;230.194;411.499;155.863;319.573;320.961;343.973;383.336;285.233;99.2381;188.985;133.475;322.655;153.14;188.95;364.207;228.549;357.299;343.603;395.088;340.982;228.663;55.6084;102.993;209.465;284.861;119.625;318.345;258.746;198.818;138.409;28.0567;207.147;296.618;176.973;234.796;83.5488],1096.7,600.001
sff,0,1234943,solved,[0;9;8;7;6;5;4;3;2;1],[274.04;377.036;270.34;250.213;212.987;151.185;303.73;273.66;218.07;230.194;410.601;155.863;319.573;320.961;343.973;383.336;285.233;99.2381;188.985;133.475;322.655;153.14;188.95;361.791;228.549;357.299;343.603;395.088;340.982;228.504;55.6084;102.993;209.465;284.861;119.625;318.345;258.746;198.818;138.409;28.0567;207.147;296.618;176.973;234.796;83.5488],1096.7,600.001
sff,0,1222706,solved,[0;9;8;7;6;5;4;3;2;1],[274.04;377.036;270.34;250.213;212.987;151.185;303.73;273.66;218.07;230.194;410.601;155.863;319.573;320.961;343.973;383.336;285.233;99.2381;188.985;133.475;322.655;153.14;188.95;364.168;228.549;357.299;343.603;395.088;340.982;228.504;55.6084;102.993;209.465;284.861;119.625;318.345;258.746;198.818;138.409;28.0567;207.147;296.618;176.973;234.796;83.5488],1096.7,600.001
sff,0,1219649,solved,[0;9;8;7;6;5;4;3;2;1],[274.04;377.036;270.34;250.213;212.987;151.185;303.73;273.66;218.07;230.194;410.601;155.863;319.573;320.961;343.973;383.336;285.233;99.2381;188.985;133.475;322.655;153.14;188.95;364.207;228.549;357.299;343.603;395.088;340.982;228.504;55.6084;102.993;209.465;284.861;119.625;318.345;258.746;198.818;138.409;28.0567;207.147;296.618;176.973;234.796;83.5488],1096.7,600
sff,0,1220627,solved,[0;9;8;7;6;5;4;3;2;1],[274.04;377.036;270.34;250.213;212.987;151.185;303.73;273.66;218.07;230.194;410.601;155.863;319.573;320.961;343.973;383.336;285.233;99.2381;188.985;133.475;322.655;153.14;188.95;364.207;228.549;357.299;343.603;395.088;340.982;228.504;55.6084;102.993;209.465;284.861;119.625;318.345;258.746;198.818;138.409;28.0567;207.147;296.618;176.973;234.796;83.5488],1096.7,600
sff,0,1219699,solved,[0;9;8;7;6;5;4;3;2;1],[274.04;377.036;270.34;250.213;212.987;151.185;303.73;273.66;218.07;230.194;410.601;155.863;319.573;320.961;343.973;383.336;285.233;99.2381;188.985;133.475;322.655;153.14;188.95;364.207;228.549;357.299;343.603;395.088;340.982;228.504;55.6084;102.993;209.465;284.861;119.625;318.345;258.746;198.818;138.409;28.0567;207.147;296.618;176.973;234.796;83.5488],1096.7,600.001
sff,0,969887,solved,[0;9;8;7;6;5;4;3;2;1],[274.04;377.036;271.591;250.213;212.987;151.185;303.73;273.66;218.07;230.194;411.499;155.863;319.573;320.961;343.973;383.336;285.233;99.2381;188.985;133.475;322.655;153.237;188.95;364.207;228.549;357.299;343.603;395.088;340.982;231.751;55.6084;102.993;209.465;284.861;119.625;318.345;258.746;198.818;138.409;28.0567;207.147;296.618;176.973;234.796;83.5488],1096.79,600
sff,0,1010860,solved,[0;9;8;7;6;5;4;3;2;1],[274.04;377.036;271.591;250.213;212.987;151.185;303.73;273.66;218.07;230.194;411.499;155.863;319.573;320.961;343.973;383.336;285.233;99.2381;188.985;133.475;322.655;153.237;188.95;364.207;228.549;357.299;343.603;395.088;340.982;231.751;55.6084;102.993;209.465;284.861;119.625;318.345;258.746;198.818;138.409;28.0567;207.147;296.618;176.973;234.796;83.5488],1096.79,600.004
sff,0,943062,solved,[0;9;8;7;6;5;4;3;2;1],[274.04;377.036;271.591;250.213;212.987;151.185;303.73;273.66;218.07;230.194;411.499;155.863;319.573;320.961;343.973;383.336;285.233;99.2381;188.985;133.475;322.655;153.237;188.95;364.207;228.549;357.299;343.603;395.088;340.982;231.751;55.6084;102.993;209.465;284.861;119.625;318.345;258.746;198.818;138.409;28.0567;207.147;296.618;176.973;234.796;83.5488],1096.79,600.003
