SFF*,0,800000,unsolved,[7;24;17;15;6],[624.055;678.277;842.158;400.758;1024.01;1078.24;384.487;449.968;602.59;784.445],1e+08,492.367
SFF*,0,800000,unsolved,[23;14;19;22;29;4],[646.812;1052.8;406.791;1572.06;926.051;519.26;1598.62;952.604;545.813;579.473;559.633;453.579;859.569;1378.83;1405.38],1e+08,664.085
