sff,0,371945,unsolved,[44],[],1e+08,1500
sff,0,625041,unsolved,[28;46;44;41;35],[145.78;414.346;289.95;560.119;435.723;145.773;194.38;69.9841;338.551;484.323],1e+08,1500
