sff,0,2815369,solved,[0;4;3;2;1],[65.4367;30.7232;37.2689;55.1413;51.7829;48.4814;72.4924;86.347;79.6767;35.176],151.65,600.001
sff,0,2830595,solved,[0;4;3;2;1],[65.4367;30.7232;37.2689;55.1413;51.7829;48.4814;72.4924;86.347;79.6767;35.176],151.65,600.001
