SFF*,0,800000,unsolved,[5;6;7;0],[132.783;149.665;66.4814;612.348;745.132;762.013],1e+08,280.496
SFF*,0,800000,unsolved,[2;5;6;7;1],[1424.15;1556.93;132.783;1573.81;149.665;66.4814;709.664;714.484;847.267;864.149],1e+08,377.725
