sff,0,815637,solved,[0;9;4;8;7;6;5;3;2;1],[2423.49;2132.72;1670;2099.19;1601.82;1335.54;1469.29;1012.44;697.655;658.607;2387.7;1925.24;1624.28;1593.99;1000.66;2461.37;320.748;1707.15;1676.25;1060.48;1962.59;2362.79;1903.72;1608.37;1315.06;946.347;1863.47;1939.99;1817.15;1358.06;1054.44;292.183;383.193;1313.48;1395.39;1022.99;1446.11;986.373;686.615;654.656;58.54;944.539;1023.39;922.242;373.327],6030.67,600.001
sff,0,742946,solved,[0;9;7;6;4;1;8;5;3;2],[2423.49;2154.94;1012.44;2403.8;1926.12;1000.66;2134;1670.1;697.655;1624.76;1464.43;986.478;58.54;945.109;686.615;2099.43;1640.16;658.607;1593.99;1335.54;654.722;2461.37;320.748;1060.48;1962.77;1707.28;1023.39;1676.25;2363.19;1904.67;979.741;1867.24;1608.75;922.242;1315.06;1940.04;1817.15;1358.22;383.193;1313.48;1054.49;373.327;292.183;1395.39;1022.99],6049.67,600.001
