SFF*,0,361263,solved,[0;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1],[9.28634;4.55395;12.2842;8.29404;2.12757;11.43;9.11216;3.27583;11.4924;5.4034;2.97106;9.05834;7.10096;7.70217;9.50354;9.27649;8.32754;13.2895;8.81359;5.79401;8.27258;9.13953;1.90215;11.0312;1.97283;4.7315;9.675;8.63786;6.97609;8.23757;10.595;8.37645;5.36502;7.30173;3.58031;8.43164;7.76983;7.04698;11.9347;6.04035;6.65005;5.70642;5.01356;8.01318;5.59686;8.48584;2.6693;10.9958;4.37713;2.08162;11.4569;7.78083;3.23566;6.58172;7.78525;7.07541;3.96627;10.2558;2.05163;6.69928;7.68056;9.96003;2.06412;9.72875;7.41238;4.79212;8.34403;9.10217;11.4082;9.74439;5.82634;8.29615;3.17755;9.79958;1.36794;5.7844;7.44132;11.0967;9.13038;7.10549;12.8868;7.24471;6.70855;6.74267;3.77194;8.25908;5.49013;1.96464;7.84376;8.27121;5.41265;8.06388;4.17273;11.8814;4.85731;3.77579;6.84975;4.15481;5.32632;4.72456;2.87425;4.911;6.27015;5.409;2.93276;11.5086;4.48818;13.9088;6.53642;2.41638;11.4355;5.6003;5.68438;5.89228;7.46002;3.63102;7.4171;6.15935;7.15685;4.58577;6.11452;12.2426;8.18955;12.2553;10.1972;6.42639;7.54691;12.6077;4.83216;8.47922;10.0243;11.9971;4.93586;8.34381;8.67647;10.7244;5.95508;7.99062;9.23534;7.70298;5.90018;5.46102;4.67986;8.11034;1.84072;6.80552;6.12439;8.43333;3.20866;5.74394;5.27072;6.47693;4.82436;4.0954;7.84778;5.13148;7.06327;7.68746;6.40747;10.4281;6.67315;7.44941;8.67635;6.39611;6.47814;8.81735;9.60262;8.26459;9.05973;8.37375;5.7482;6.97276;11.9865;9.04256;12.1275;9.60883;7.63931;7.60502;12.3905;4.82452;8.82496;9.84485;12.5352;4.62228;8.67939;9.07301;10.7168;1.21292;4.42455;8.31005],54.5856,200.439
SFF*,0,358151,solved,[0;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1],[8.79147;5.0376;12.1302;8.28013;2.19535;11.4075;9.91036;3.36186;11.7992;4.82422;3.04497;8.66117;8.06017;8.20872;9.76604;10.2999;7.53373;13.7549;8.98923;5.90528;8.63723;8.43792;1.93551;11.3048;1.80239;4.88283;8.96818;9.46924;7.31439;8.78952;9.81521;9.19084;5.85947;6.38575;3.9397;8.82009;7.64527;7.04963;12.4795;6.61554;6.54929;5.70105;5.12768;7.99125;6.36155;8.37796;3.27022;11.147;4.3486;1.82289;8.92028;7.37198;3.09554;7.1276;7.50622;7.37352;3.23504;10.2285;2.23568;6.5969;7.58387;10.7688;2.10168;9.69993;7.49215;5.19722;8.44483;9.4146;11.0381;9.38782;7.10842;6.92169;2.89402;9.62514;1.47842;5.83493;8.52267;10.474;8.8248;7.97288;13.1786;7.48272;7.12923;7.49891;3.55649;9.28511;5.84171;1.96656;7.78805;9.06651;5.72918;7.98368;4.40864;12.0467;4.99934;3.9083;6.74166;4.78989;5.77443;5.00258;2.64099;5.18526;6.85009;5.85241;3.56424;11.86;4.70261;13.28;6.19365;2.12923;11.4938;5.47738;5.52547;5.99085;7.06775;3.48204;7.62715;6.73187;7.86101;4.75216;6.23968;11.8357;8.41112;11.9414;9.85396;6.76817;7.34071;12.2278;5.37127;8.43645;10.3865;12.2534;5.05146;8.30414;8.70707;10.7096;6.21456;7.46258;9.12604;7.86391;5.6682;5.23862;4.65366;7.85476;1.32694;5.77481;6.01338;8.373;2.75249;6.163;4.81461;6.33651;4.37307;4.07718;7.23753;4.89266;7.98302;7.33459;6.57174;11.1534;6.78211;7.21369;9.54269;6.62074;6.53104;8.69211;9.85361;7.93935;9.00343;7.57285;8.12932;6.67632;11.401;8.63317;11.7185;9.12291;7.16209;7.28504;12.0889;4.88285;8.9367;9.9654;11.4596;4.62197;8.75258;9.19289;10.4861;1.0266;4.43854;7.2791],53.3121,195.589
SFF*,0,373907,solved,[0;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1],[9.20719;4.81549;12.1903;7.97431;2.36966;11.4275;9.19533;3.53093;11.7881;4.77777;2.96571;8.46025;7.34389;7.89236;10.0204;9.79025;8.49005;13.3466;8.62994;7.41401;7.99093;8.87442;1.85019;11.2356;1.86886;4.57475;8.2256;9.66281;7.38005;7.89665;10.2153;8.71802;5.34112;6.14264;4.09729;8.54496;7.66444;6.31972;11.9689;6.26907;6.57334;5.7964;4.67294;8.13793;7.10927;8.84897;2.57995;10.9827;4.09279;1.99719;9.07693;8.69422;3.29873;5.95922;7.14787;7.69509;3.55099;10.213;2.30456;6.28083;7.55517;9.88404;2.14985;10.0593;7.65335;4.28364;8.48692;9.1951;11.3607;10.1518;6.77494;7.11329;3.03199;9.74013;1.43382;5.67545;7.39304;11.4931;8.65015;7.73777;12.9742;7.28318;6.67381;7.42046;3.43102;8.76344;5.59786;1.62405;7.97457;9.2774;5.46661;8.48002;4.7753;12.0967;4.9373;4.18717;6.6959;3.86183;5.80098;4.78855;2.56864;5.0121;6.60588;5.37112;2.96246;10.442;4.56642;13.6148;6.93501;2.16991;11.3467;5.2441;5.71057;5.97137;7.31899;3.45011;7.73375;6.66263;7.20422;4.75035;6.01027;11.4989;8.09284;12.2801;9.55759;6.3739;7.33286;12.1865;4.7257;8.54865;10.0203;12.111;4.80248;8.53959;9.23876;10.1375;5.963;8.02929;8.77034;7.81409;7.05722;7.48144;4.5763;8.11918;1.7161;5.39461;5.93872;8.82561;2.84038;5.54969;4.87138;6.46396;4.46604;3.72261;7.22702;5.0684;6.97294;7.26679;6.68832;9.78245;7.05549;8.18615;9.20029;6.25444;6.57235;9.03229;10.0593;7.93309;8.60598;8.59376;6.47005;6.8858;11.8854;9.02468;12.098;9.19976;7.01944;7.61669;11.9929;4.624;9.60261;9.6282;12.3518;4.9864;8.99339;9.07875;9.77464;1.20669;4.28396;7.87364],53.3996,209.052
SFF*,0,360929,solved,[0;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1],[9.13163;4.52762;11.8606;8.42854;1.78069;11.2812;9.88369;4.47431;12.1238;4.7454;2.85408;8.67659;7.04957;7.7592;9.76107;10.3823;7.91861;13.5871;9.69931;6.24365;9.9677;8.6428;1.82703;11.2789;1.83138;4.65913;9.15904;9.74564;7.3276;8.18946;10.4395;8.6859;5.40164;7.03522;4.29635;9.09592;7.77066;5.9735;11.9848;6.13028;6.31548;5.63215;5.5235;7.24966;5.53805;8.61227;3.01775;10.8604;4.38413;1.87853;8.76929;7.56227;3.38154;6.42337;7.05448;7.26749;3.47846;10.6939;2.4862;6.66596;7.57893;11.0609;2.00683;10.5486;7.19266;4.83544;8.44524;9.5264;11.4516;9.72792;6.41389;7.8997;2.87468;10.7252;1.62931;7.16735;7.502;11.2357;8.90958;7.00612;12.9517;7.49474;6.7622;6.87594;3.43264;8.83315;5.89769;2.09086;7.72704;8.53458;5.5048;8.2824;4.2609;11.9388;5.06486;3.8536;7.05455;5.28349;6.08793;4.71282;2.59359;5.02701;6.51279;5.2655;2.9086;11.3193;6.46602;13.6154;6.94399;2.19858;10.3048;5.60863;5.85586;6.13199;7.75872;3.44827;7.86269;6.73446;7.24435;5.16513;6.17077;11.8042;8.14111;11.8419;10.0138;6.32441;7.3643;13.1084;4.84872;8.41389;10.3381;11.5832;4.8653;8.25181;8.78408;10.5784;6.81705;7.60018;9.18532;7.95699;5.46419;5.56596;4.40174;9.40861;1.67509;5.69663;6.53002;9.05426;3.3044;5.42087;4.84813;6.46541;4.54957;3.65853;7.20806;5.15813;7.10337;7.16389;6.22824;9.87302;6.72137;7.46396;10.44;6.56249;6.11487;8.12459;10.63;8.49852;8.74865;7.98057;6.27487;6.9996;11.7136;7.834;11.5788;9.17217;7.38853;7.33784;12.0994;4.77946;8.99931;9.94441;11.8548;4.67282;8.8366;9.03109;9.92717;1.06412;4.26226;7.33066],52.7918,186.872
SFF*,0,370575,solved,[0;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1],[8.86694;4.49488;12.1938;7.80608;2.33349;11.5954;9.03224;3.41585;11.9761;5.30332;3.09138;9.73537;7.33891;8.1141;9.32289;9.96673;8.40784;13.004;9.65211;6.67793;7.92754;8.52817;1.56144;11.2447;1.87347;4.97729;9.15135;9.43644;6.7723;7.75199;9.89511;8.94371;5.35405;6.66271;3.50004;9.31343;7.7102;6.58897;11.9107;5.97681;6.90043;5.77444;4.44408;7.44245;6.04537;8.06332;3.07589;10.7891;4.63569;2.01117;9.7502;7.64267;3.62888;6.30459;7.46234;7.33404;3.31171;10.3999;2.22186;6.72755;7.50653;9.65481;2.04334;8.89206;7.45798;4.73012;8.24878;8.51175;10.9771;9.32638;6.25412;8.1392;2.95032;9.54429;1.47648;6.33199;7.45184;10.0787;9.25795;7.83402;13.73;7.67188;6.64462;6.76381;4.11077;8.61844;5.1549;1.81925;7.70061;9.04236;5.75704;7.9314;4.82957;11.8545;4.98193;4.13424;6.728;5.08588;5.61399;5.27302;2.76619;4.69615;6.03791;6.7495;3.00445;11.1437;4.70162;13.3146;7.03511;2.11145;11.4343;5.28433;6.26306;6.04556;8.49241;3.68213;8.01332;6.34359;6.67315;6.24568;6.30493;11.3466;8.50679;11.6501;9.37072;6.62531;7.36764;12.5992;4.79497;8.62208;10.0255;12.4786;5.99558;8.4122;8.77423;10.522;5.43104;7.86738;8.7831;7.60246;5.50003;5.32146;4.53569;8.15186;1.34125;5.4085;6.29617;8.53494;2.81773;5.64296;4.80745;6.55643;4.44738;4.13429;7.34857;5.12695;7.17429;6.84919;6.34837;9.8673;6.68623;7.4539;9.0032;6.19607;6.26802;8.32226;10.8225;8.10794;8.75544;9.3366;7.16656;7.54879;11.7265;8.2799;11.7545;9.65208;7.86917;7.40368;11.868;4.60402;9.23095;9.75355;11.4358;4.75172;8.68301;8.84123;10.359;1.24387;4.15205;8.21158],53.7132,191.08
SFF*,0,375452,solved,[0;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1],[9.79315;4.52087;12.0102;8.04204;1.87151;11.6311;9.14079;3.49617;12.0883;4.88167;2.97445;8.68004;7.20165;8.09925;8.9528;10.2165;7.65304;13.1702;8.7894;5.72425;8.13026;8.11405;1.75693;11.2877;1.79776;5.25309;9.09843;9.40997;6.84047;7.75787;10.0061;8.42992;6.48528;6.40363;3.48719;8.73777;7.52072;6.18985;12.0416;5.96866;7.08014;5.61599;4.8771;6.98923;5.401;9.35442;2.72704;11.0226;4.14485;2.16817;8.37702;6.91124;3.18055;6.95789;7.99522;7.80747;3.62432;10.5473;2.10153;5.82911;8.18112;9.89064;2.02584;8.89726;7.60749;4.29779;8.16987;8.62176;10.762;10.0406;6.12987;7.29847;2.97352;9.79052;1.61072;6.06408;7.13104;9.8719;8.7759;7.10459;12.6762;7.29859;7.40251;7.1801;3.39282;8.56287;4.9469;1.57364;8.31759;8.40038;5.15446;8.07041;4.42388;12.5178;4.84032;4.38206;7.41989;3.94907;5.73911;4.60134;2.69808;5.29714;6.51324;5.32409;3.02045;11.3129;4.54207;13.676;6.41358;2.17213;11.0617;5.50955;6.06212;7.09848;7.88888;3.52781;7.38762;6.33754;8.21125;5.1908;6.33912;12.0501;8.03328;12.0319;9.55704;6.34026;7.78857;11.8044;5.28824;8.53388;9.83882;11.4918;5.11923;8.34777;8.70903;10.8478;5.56729;8.28534;8.9988;8.97893;5.39819;7.75178;4.83534;7.93731;1.34814;6.32565;6.18446;8.5515;2.81804;6.0117;4.84418;6.53147;4.31634;3.82208;7.22663;4.78354;7.30054;7.30476;6.25725;10.0602;6.66985;7.24319;10.299;6.23908;6.47974;8.26828;11.4756;8.60041;8.89249;7.6221;6.03263;7.47736;11.2624;8.1272;11.7708;9.41762;7.43272;7.71774;11.751;4.89315;9.63146;9.49957;11.8151;4.74422;8.67516;9.15686;10.0556;1.13824;4.69696;7.25649],52.9661,180.253
SFF*,0,360900,solved,[0;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1],[9.48668;4.56056;12.1466;7.93181;1.75724;11.5709;10.1646;3.60196;11.9825;5.35919;3.1548;8.74365;7.5356;8.32408;9.22256;9.58041;7.78239;14.141;8.66777;5.42706;8.24249;8.27708;1.95294;11.7201;1.96405;4.91276;8.95514;8.68795;7.29931;8.38215;10.7018;9.68982;6.99503;6.6417;3.61941;9.23675;7.77081;6.20834;11.9976;6.00993;6.3681;5.68478;4.29422;7.51212;5.52943;8.56635;2.81639;11.0617;4.57363;1.70911;9.01462;7.13618;3.20365;7.58003;7.26684;7.57646;3.76157;10.2424;2.20928;7.04327;8.5946;9.89348;2.13051;9.19164;7.16562;5.33416;7.93;8.76291;11.2607;10.2613;6.22674;6.95316;3.01034;9.34709;1.72449;6.67188;7.30388;9.55549;8.55056;7.71767;13.0797;7.51926;6.66476;6.52466;3.92022;8.62661;5.04156;1.50933;8.27319;8.67495;5.16255;7.9861;4.60749;12.3345;5.02484;3.88183;7.54167;3.91117;5.59607;4.66498;2.48627;5.38899;6.52244;5.43787;3.25953;12.0078;5.82088;13.5071;7.57811;2.21892;10.1788;5.33804;6.26498;7.59927;7.78627;3.44141;8.39549;6.70597;8.55953;5.3;6.19852;11.8977;9.05563;11.6025;9.94014;6.47573;7.50371;12.1356;4.68076;8.51878;10.5251;12.1075;4.97291;8.37072;8.45315;11.1139;7.33888;7.4754;9.51852;9.23264;5.50884;5.71196;5.1056;8.01533;1.48619;7.01562;6.09384;8.49001;2.50355;5.94318;4.74923;6.78082;4.4313;3.61813;7.36461;4.78201;7.07938;7.20045;5.91222;11.0419;6.93807;7.4225;9.50586;6.54254;6.23201;8.5294;9.99417;8.18473;8.72506;8.94294;6.02585;6.5375;11.3216;8.31442;12.7237;9.04265;7.40436;7.44305;12.6352;4.72538;9.08156;9.77896;13.1132;4.68617;9.07063;9.08945;9.99271;1.12119;4.62315;8.2028],53.1655,184.564
SFF*,0,357794,solved,[0;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1],[9.37878;4.86981;12.2623;7.85709;2.06974;11.5113;8.89006;4.04256;11.7442;6.06637;3.01158;8.49131;7.04067;7.71109;9.03431;9.33456;8.12582;12.9043;9.35706;5.64405;8.19096;9.08427;2.20539;11.0694;1.95133;4.88581;8.20938;10.2485;7.31948;7.8201;10.0081;8.29353;5.33215;6.42467;3.31596;8.9478;7.55818;6.23099;11.8567;6.10493;6.37492;5.58787;5.23797;7.19759;5.27522;8.68089;3.0183;11.0629;4.12939;1.93697;9.02858;7.56446;3.07361;6.32895;7.39237;7.35425;3.53981;10.4096;2.17363;6.8718;7.49952;10.6465;1.98599;9.2414;7.02492;5.0596;8.62642;9.34072;11.5287;9.81415;6.85277;6.94129;3.0653;10.3464;1.52062;5.89024;7.84957;10.762;9.14529;6.91372;12.8066;7.40554;6.57378;7.17497;3.91067;8.7847;5.62103;1.58711;8.07579;8.61202;5.62073;7.93066;4.37738;11.8025;5.06752;3.88875;7.07316;4.28955;6.58277;5.60033;2.53428;4.85809;6.35696;7.12096;3.21771;10.5111;5.32643;13.2194;6.91495;1.99908;11.0334;5.77606;5.84849;5.89643;7.82526;3.38242;7.83449;6.43251;6.83819;5.29098;6.6079;12.1764;7.88502;11.3476;10.4625;6.58568;7.34862;11.9283;5.13037;8.33868;11.4363;11.6075;5.68105;8.50595;8.65658;11.0268;5.57803;7.83626;8.74184;8.84095;5.38467;5.64793;4.58314;8.92048;1.74145;5.9043;6.42768;8.8625;3.26207;5.90575;4.99452;6.4043;5.08985;3.76972;7.36956;4.89277;7.28011;7.41282;6.7813;10.3273;6.61921;7.24703;8.9413;6.38765;6.01815;8.76766;9.5934;8.22407;9.27963;7.2765;6.02584;7.52944;11.7879;8.18965;11.4388;9.61956;7.03025;7.49087;11.8184;4.72495;8.95862;10.3351;11.4118;4.69794;9.06714;8.71613;10.6214;1.10119;4.23488;7.97993],53.7748,172.29
SFF*,0,365464,solved,[0;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1],[9.03726;4.58089;12.2049;8.08661;2.42;11.5858;10.2009;3.40734;11.947;4.82305;2.94721;8.6707;6.92146;7.39549;10.5781;10.2239;7.80858;13.6477;8.8534;5.79295;8.41683;8.34008;1.60433;11.4371;1.82343;4.59577;8.40724;9.14402;7.0179;8.84107;10.0392;9.40056;5.43373;6.68609;4.20784;9.38252;7.57135;6.49959;11.6673;6.23632;7.8475;5.65641;4.94525;7.30142;5.20653;8.90317;2.76988;11.7385;4.48464;1.88483;10.1504;7.21444;3.44936;6.48867;6.99878;7.36234;3.78917;10.3363;2.09721;6.0758;7.45203;10.2747;2.18485;9.70547;7.31286;4.50543;8.2492;9.67618;11.2882;10.0938;6.26884;7.93504;2.9589;10.3776;1.24895;5.51163;7.24094;10.4995;9.29045;7.62466;12.777;7.08192;6.65441;7.16599;3.70753;8.197;5.15294;1.7191;7.45146;9.03195;5.22724;7.98308;4.59093;12.2187;4.87389;5.15967;7.23221;3.97951;5.6973;5.76646;2.8142;4.68671;6.64834;6.28787;3.03373;11.0202;5.45665;13.6721;6.5998;2.11059;11.0939;6.36243;5.9066;5.99846;7.24948;3.51045;7.62296;6.58537;7.23987;4.86454;6.22486;11.4866;7.84746;11.7196;10.0774;6.28734;7.75946;12.1777;5.06597;8.39911;10.1119;11.3279;5.17928;8.32228;8.79285;10.3408;5.67097;7.51194;8.69229;8.05363;5.80626;5.33917;5.32612;8.28313;1.34693;5.32106;6.55691;8.35854;2.59587;5.51162;4.83337;6.74023;4.28977;4.40695;7.58416;5.63762;7.05006;6.91271;5.87657;9.8359;6.63278;7.61186;9.48421;6.16516;6.0549;8.41012;11.2033;8.53967;8.58571;7.64174;6.26493;6.76131;11.9648;8.72632;11.7744;8.96548;6.89267;7.63202;11.9904;4.63655;8.80393;10.0926;11.6183;4.67312;8.82903;8.77012;9.84823;1.11193;4.56997;7.6231],53.3527,192.339
SFF*,0,368132,solved,[0;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1],[8.90557;4.65031;12.2152;7.86659;1.95874;11.356;9.28485;3.6825;12.0429;4.62691;2.80002;8.65017;7.45032;7.50152;10.1688;10.0581;7.83355;13.8817;8.55712;5.58385;9.44288;8.60509;1.78842;11.3783;1.80326;4.58276;8.95206;9.10673;7.0916;8.7872;10.807;8.80934;5.37513;6.37826;3.40482;9.17548;7.77181;6.64115;11.7747;5.95661;6.40291;5.54452;4.63695;7.75987;5.02942;8.47811;3.62957;11.0336;4.16217;1.93861;9.12101;7.16639;3.18718;6.41738;6.99181;7.23747;3.65631;10.4125;2.13784;6.35431;8.22449;9.7246;1.86789;9.14464;7.29115;4.72594;8.39032;9.26569;11.5556;9.87887;6.08451;7.67698;3.17814;10.3545;1.29872;5.65254;7.22368;10.4434;9.10729;8.39683;13.0765;7.71229;6.391;7.30019;3.46293;9.51555;5.36846;1.75568;8.04261;9.04682;5.14569;8.24262;5.47709;12.0919;6.26514;3.85698;7.11589;3.85961;7.26551;4.80228;2.63426;4.98208;7.30324;6.10099;3.06053;10.2229;4.85152;13.7785;6.26361;2.3481;11.1662;5.54487;5.84898;6.13612;7.14514;3.31044;7.33208;6.33101;6.85242;4.51087;6.98855;11.3765;8.36839;12.2922;9.73544;6.56644;7.69008;12.2164;4.63238;8.49607;10.0441;11.7317;4.76549;8.35765;8.53707;10.7685;6.38971;7.76915;9.85432;7.90172;5.96137;5.98994;4.7225;7.82583;1.60855;5.84833;6.02257;8.05735;2.90727;6.9742;4.9157;6.57306;4.39053;3.91728;7.38064;5.27862;7.28604;7.20799;6.7173;9.92357;6.74668;7.58736;10.021;6.38328;6.64371;8.13722;10.6772;7.99646;8.54452;7.50391;5.9788;6.72257;11.5501;8.17186;12.1874;9.10254;7.40484;7.54329;12.1476;4.61525;9.53111;9.50495;11.8604;4.643;9.30112;9.03391;10.2755;1.03504;4.32177;8.53895],52.9977,178.764
