SFF*,0,550633,solved,[0;2;3;1],[147.972;314.098;355.98;276.81;424.781;482.406],738.88,99.0008
SFF*,0,562763,solved,[0;3;2;1],[208.555;148.4;356.955;276.678;482.184;425.078],633.633,99
