SFF*,0,1500031,unsolved,[6;9],[78.1133],1e+08,600.001
SFF*,0,1513933,unsolved,[0;8;4;2;1],[28.4703;171.538;147.389;153.199;154.615;61.6153;300.133;273.536;420.925;428.151],1e+08,600
SFF*,0,1532118,unsolved,[6;9],[71.2829],1e+08,600
SFF*,0,1542913,unsolved,[7],[],1e+08,600.003
SFF*,0,1484176,unsolved,[0;8;2;4;1],[28.4754;208.217;184.302;150.611;177.587;57.6062;300.854;315.86;500.162;451.464],1e+08,600
SFF*,0,1528656,unsolved,[0;8;5;4;2;1],[27.6003;252.234;279.835;154.934;182.534;406.369;152.075;179.675;404.309;59.1431;298.215;312.398;550.449;453.149;450.29],1e+08,600.006
SFF*,0,1468061,unsolved,[0;8;6;4;2;1],[28.0389;488.997;460.958;1042;1013.96;555.034;1102.03;1073.99;615.06;60.0255;302.082;282.338;743.296;1296.3;1356.32],1e+08,600
SFF*,0,1457929,unsolved,[0;8;4;2;1],[28.0127;150.011;143.113;159.731;187.743;59.1313;300.531;328.544;450.542;460.262],1e+08,600.002
SFF*,0,1536165,unsolved,[0;8;4;2;5],[28.2226;146.258;174.48;155.803;183.319;58.2279;265.348;292.864;463.623;405.395],1e+08,600.001
SFF*,0,1496392,unsolved,[6;7],[96.8429],1e+08,600.001
SFF*,0,1439248,unsolved,[6;7],[103.329],1e+08,600.002
