SFF*,0,400460,solved,[0;9;8;4;6;3;5;1;7;2],[99.4585;95.1866;21.5348;58.687;51.9646;38.915;61.4642;37.9943;33.7224;13.9704;81.7345;81.103;98.9526;79.2006;65.2302;90.1203;22.3143;5.06627;42.6265;28.6561;93.8863;96.6772;55.7613;77.2961;94.7313;80.7609;25.3418;78.0756;70.813;81.2475;102.782;90.2597;76.2893;11.0591;103.562;26.0018;35.0483;64.4102;60.1383;23.6388;26.416;69.433;55.0721;94.7748;73.7349],220.077,19.6886
SFF*,0,404398,solved,[0;8;9;3;6;5;4;1;7;2],[88.3394;99.8571;21.1171;108.143;74.3922;53.275;60.2754;28.064;39.5817;64.3858;87.6345;5.04119;23.0621;76.3372;27.359;57.1241;38.8749;54.4724;79.2765;14.8907;42.2498;119.353;73.3468;54.21;25.4221;89.8079;77.2721;104.699;97.5283;85.0566;63.9395;10.6644;75.0502;87.0016;89.9409;26.2602;33.983;54.3564;65.8741;83.7325;26.2924;53.6514;23.141;99.3282;73.0681],214.894,19.3394
SFF*,0,407004,solved,[0;9;8;6;3;5;1;7;4;2],[110.779;90.2131;21.6557;60.8921;49.8867;29.321;82.3613;79.9796;94.0832;64.7622;88.2549;22.5239;4.64682;27.3628;92.125;97.2614;55.5173;77.1729;80.1826;24.4623;75.015;71.7795;74.9208;96.5765;73.224;11.2559;97.4447;26.1559;55.2369;57.0026;40.0768;14.3523;79.1145;41.7151;94.5349;87.5763;34.0773;76.7015;56.1358;26.8148;84.5317;54.1776;99.4317;73.2758;23.2329],216.563,21.1944
SFF*,0,408200,solved,[0;7;9;8;6;5;1;4;3;2],[73.0255;100.999;61.6181;91.0191;83.267;21.649;62.9118;77.3187;38.0874;28.1072;90.656;83.569;21.951;5.22388;27.7441;109.321;36.2954;54.9579;76.6068;81.9155;76.9088;59.3805;92.1062;52.8749;41.1364;14.7875;42.5316;96.7029;83.9717;10.9462;72.5642;94.2132;66.3725;94.1166;25.3492;81.16;34.1784;74.2468;66.8208;56.8407;28.7334;56.4776;100.862;25.7075;75.6864],220.544,22.1119
SFF*,0,401682,solved,[0;7;3;9;8;5;6;1;4;2],[73.63;84.4329;10.8028;111.652;60.705;49.9022;97.1985;82.3311;71.5283;21.6261;99.9071;87.191;76.3881;26.4859;5.05803;71.588;74.755;63.9522;40.0641;28.3809;28.3191;99.3985;25.7684;25.4868;54.7924;76.4185;81.2783;89.4389;56.4862;87.3706;76.5677;55.166;40.7123;43.421;15.1019;102.054;34.0496;75.0989;72.5925;78.5578;64.1042;66.8128;38.4937;98.0792;23.4223],213.769,19.0133
SFF*,0,401845,solved,[0;9;8;4;6;5;3;1;7;2],[99.7337;95.2938;21.543;57.4967;52.6707;39.3362;61.4759;38.2578;33.8179;14.4129;90.2276;22.3885;5.0662;42.2633;28.7517;86.5431;54.4682;76.0112;79.5284;65.1155;76.8567;102.7;55.1845;76.7275;104.679;90.2664;77.5729;25.151;75.757;65.3212;86.8642;86.6642;72.2512;87.7097;10.853;27.0101;35.0703;64.6634;60.2235;22.438;26.4056;55.1573;84.9678;101.125;74.1147],217.754,20.8946
SFF*,0,401596,solved,[0;7;6;8;9;5;3;1;4;2],[70.4125;60.2088;72.2119;89.6614;77.8985;29.4526;110.945;82.084;50.7358;21.6672;88.3457;82.489;28.1369;4.5905;22.5989;82.5327;12.1202;67.2626;65.7783;80.6902;70.3688;97.3356;26.9231;92.7918;76.8282;55.1609;77.0227;25.5292;58.217;86.4928;14.2809;43.7335;63.126;40.5271;81.5435;107.073;33.8051;75.5888;26.4037;55.8563;77.1395;54.5406;87.709;102.512;24.568],219.859,19.1427
SFF*,0,404677,solved,[0;8;6;9;3;5;4;1;7;2],[96.7957;69.1731;27.6226;113.385;26.9383;44.2115;84.9401;79.0369;65.7125;52.0985;96.5048;5.0749;27.3317;21.8634;73.962;58.5784;40.2131;14.3497;58.5612;80.0621;41.6814;100.315;74.1969;91.307;56.3592;25.5945;73.7499;105.657;74.47;89.6077;72.214;62.6693;10.5708;84.5328;86.5637;25.9461;33.9248;63.0048;35.3822;79.5937;89.6501;62.7139;24.7875;105.025;79.1289],215.596,22.0139
SFF*,0,409042,solved,[0;7;4;6;8;9;5;3;1;2],[73.6222;58.4963;90.0149;61.3351;75.8357;14.1792;89.3461;82.3172;42.1902;28.011;111.998;63.5197;64.8418;50.6626;22.6516;94.4522;77.2111;47.2964;33.1171;5.10612;22.0026;85.5269;11.9046;78.1103;63.9311;70.4125;51.6183;65.3064;100.49;26.9275;103.715;89.5358;74.0648;55.9586;77.9612;25.6048;34.911;73.8756;23.5853;26.4241;54.4351;77.0867;59.5412;68.7819;94.3867],216.923,20.0043
SFF*,0,401872,solved,[0;9;8;4;6;5;3;1;7;2],[100.607;95.2012;22.956;56.6808;52.977;39.9987;62.3936;38.2132;32.8077;14.7638;90.0669;23.1723;5.1343;40.157;27.6734;84.2223;52.3137;75.2697;80.3046;65.5408;75.486;100.188;56.511;79.467;105.685;90.921;79.6833;25.3802;73.7108;62.8251;85.7812;87.0589;72.2951;85.9975;10.5115;26.4774;34.5068;66.1;60.6945;22.174;27.8868;55.5602;84.306;100.272;73.8496],215.414,21.6429
SFF*,0,407289,solved,[0;7;9;8;5;4;6;3;1;2],[71.5429;100.047;62.6266;90.1234;86.5583;23.9317;94.7075;91.1424;28.5158;4.58409;57.3845;88.0091;53.2511;42.9734;47.5575;61.9358;73.016;38.1111;28.1875;32.7716;15.1399;82.8824;11.3395;51.287;75.2188;79.8029;84.5781;70.4872;97.8465;26.3035;56.4346;80.3663;84.9504;109.686;94.5457;25.1981;34.2095;75.914;65.8375;55.9139;60.4979;23.175;27.7263;87.2535;102.218],217.052,20.3041
SFF*,0,399749,solved,[0;7;9;8;5;6;3;1;4;2],[71.5318;110.522;61.8981;101.487;83.4365;21.5385;99.2629;88.5165;26.6185;5.08002;71.9248;73.3914;38.5971;29.5626;27.3381;82.5074;10.9756;60.1725;81.7109;86.791;63.8818;97.2869;25.7551;55.9197;77.4581;82.5382;88.7099;24.8281;57.1927;85.013;53.3292;44.2947;42.0702;14.7321;78.6138;103.442;34.71;73.944;75.8506;66.8161;64.5916;37.2535;84.9196;99.6991;22.5214],217.643,19.8165
SFF*,0,403580,solved,[0;7;9;6;4;5;1;8;3;2],[73.312;102.011;62.1532;61.0735;74.9675;40.9379;57.5018;90.3081;56.2784;15.3405;89.5623;85.0893;22.9361;28.4888;43.8294;100.293;35.1693;54.0878;82.0566;97.3972;77.0239;89.3275;84.251;22.0978;28.254;39.8508;5.06265;76.1856;75.6838;10.5404;72.6936;64.4271;79.7676;92.9159;24.6288;92.6811;34.1858;79.0598;67.8256;26.8877;23.316;55.3765;93.1482;55.1417;68.5194],217.514,20.9377
SFF*,0,405076,solved,[0;7;6;9;8;4;3;5;2;1],[71.9789;73.86;72.0362;112.2;84.1954;38.3395;94.6113;97.1147;29.194;21.3718;57.9419;84.0843;15.9181;54.2576;45.112;83.3928;11.4138;64.0831;73.1877;85.7008;80.0012;90.0112;99.7436;27.7074;25.9719;4.60008;41.5465;90.3009;34.5806;75.5413;39.2794;77.6189;60.0306;23.3613;86.9552;55.4306;100.507;28.5281;89.0025;55.6672;74.2192;104.921;24.9194;74.3021;104.069],219.54,17.0401
SFF*,0,406609,solved,[0;9;8;6;3;5;4;1;7;2],[112.461;90.5336;26.9633;61.0473;53.048;29.4862;83.1632;81.6382;93.6446;64.1583;91.5799;22.5154;5.24372;30.5325;94.6909;57.9978;54.4637;40.0964;14.3613;78.5196;44.8938;99.6671;55.8517;79.9686;82.6722;25.7865;74.7406;97.0334;72.3839;77.2949;104.258;74.9377;10.7793;99.8104;89.2989;27.4779;35.0493;77.4122;55.4843;25.9981;66.7725;56.5306;22.9485;92.559;76.4774],222.022,22.2948
SFF*,0,404216,solved,[0;7;9;8;6;5;1;3;4;2],[72.2618;100.776;61.9026;89.5627;83.1817;21.2791;61.0828;75.4285;39.6937;28.4799;88.389;83.3335;25.8747;4.5956;27.3061;107.908;35.6464;55.931;77.2101;89.6708;81.8057;82.9638;10.702;53.6159;74.895;64.7265;72.6315;24.9444;58.1659;89.551;53.8162;42.6024;14.1225;41.4287;103.793;78.849;34.1569;73.3787;66.6346;55.4209;26.941;54.2471;97.2408;72.3004;24.0241],214.747,17.8897
SFF*,0,404955,solved,[0;7;9;8;6;4;3;1;5;2],[72.0192;114.85;79.5902;96.3374;82.3517;21.5214;63.4464;73.4365;51.4037;32.891;57.6711;87.9748;64.1841;45.6713;14.5383;83.1958;11.1767;80.0235;71.1751;64.7128;79.2511;98.232;26.2128;55.6259;77.1473;89.1105;103.649;24.3976;91.2026;77.2169;23.6475;5.1348;27.7562;40.7001;66.0403;77.6303;34.8229;73.4682;80.0272;61.5145;28.6235;22.8481;84.6449;99.681;56.3797],217.822,23.5886
SFF*,0,405008,solved,[0;4;9;5;1;7;8;6;3;2],[57.3421;99.85;53.6122;89.6031;43.3653;22.0518;95.9841;95.9038;56.2985;78.3503;81.8291;88.7984;61.4052;83.457;26.7982;88.5401;40.0737;21.8006;5.2517;78.0991;83.2058;60.5105;14.2727;39.3395;29.0926;81.6311;74.5257;28.0297;72.0844;78.3025;50.9092;72.9611;24.6509;10.4959;72.7099;64.0298;34.2903;23.0518;65.5597;55.3128;92.4815;78.3265;54.2498;26.2226;67.8306],212.753,21.8606
SFF*,0,404243,solved,[0;8;9;6;3;5;4;1;7;2],[95.1283;103.554;21.6952;64.5121;32.4168;39.0421;84.724;71.4836;49.7884;64.5423;92.3434;4.58555;23.0865;27.8313;72.8749;57.8075;40.0989;53.0561;14.0141;78.5564;39.233;100.563;75.6113;58.056;89.6809;25.1386;80.1968;103.695;74.1561;82.0516;60.3564;75.1102;10.5679;83.4429;89.1243;26.4071;35.0857;60.0426;68.4684;29.4264;72.6071;57.2577;22.7217;97.7457;73.6699],211.429,20.4324
SFF*,0,403211,solved,[0;7;9;5;8;6;1;4;3;2],[71.2157;103.133;81.9432;93.4243;81.5798;24.2174;92.7514;76.5305;21.5696;5.04934;64.6718;77.2633;38.4616;28.7525;28.0796;97.7636;26.5479;55.3953;79.6127;76.9649;85.0259;56.0688;92.2397;53.438;43.7289;39.033;14.9764;100.002;70.1436;10.616;84.6525;92.1958;87.1465;67.4943;37.1639;82.4708;33.8614;79.9346;69.272;59.5629;58.89;30.8104;106.482;25.1305;70.1524],221.226,20.9896
