SFF*,0,1939670,unsolved,[2;9;5],[516.494;308.166;209.914],1e+08,1800
SFF*,0,2210851,unsolved,[1;8;7;4;5;9;2;6],[125.801;424.807;299.006;517.492;391.69;92.6846;358.286;232.485;531.491;624.176;574.899;449.098;748.104;840.789;216.613;662.563;536.762;835.768;928.453;304.277;520.89;203.517;77.7158;224.418;317.103;308.335;524.948;612.612],1e+08,1800
