sff,0,888428,solved,[0;9;8;7;6;5;4;3;2;1],[2423.82;2099.19;1601.82;1469.29;1012.44;658.607;2387.63;1925.24;1593.99;1000.66;2461.23;320.748;1624.65;1060.48;1962.06;2132.72;1669.59;821.679;696.076;1624.24;1707.15;2362.79;1903.72;1314.73;946.347;1863.47;1939.94;1550.81;1817.14;1358.06;292.183;383.193;1313.11;1332.51;1054.44;1022.99;1446.11;986.373;654.656;58.54;944.539;1023.39;686.615;922.242;373.327],6030.67,900.021
sff,0,963011,solved,[0;9;8;7;6;5;4;3;2;1],[2423.82;2099.15;1601.82;1469.29;1012.44;658.607;2386.27;1925.24;1593.99;1000.66;2461.01;320.748;1623.86;1060.48;1962.06;2132.72;1669.59;499.361;696.076;1623.55;1707.15;2362.79;1903.47;1314.22;946.34;1863.47;1939.94;1550.66;1817.14;1317.35;292.183;383.193;1313.11;1332.45;532.619;1022.99;1446.11;986.373;654.656;58.54;944.353;1023.39;686.615;922.242;373.327],5843.23,900.002
sff,0,992010,solved,[0;9;8;7;6;5;4;3;2;1],[2423.82;2099.15;1601.82;1469.29;1012.44;658.386;2386.27;1925.24;1593.99;1000.66;2461.01;320.748;1623.86;1060.48;1962.06;2132.72;1669.59;499.361;696.076;1623.55;1707.15;2362.79;1903.37;1314.22;946.34;1863.47;1939.94;1550.66;1817.14;1317.35;292.079;383.193;1313.11;1332.45;532.619;1022.99;1446.11;986.373;654.656;58.54;944.353;1023.39;686.615;922.242;373.327],5843.13,900.001
sff,0,1166942,solved,[0;9;8;7;6;5;4;3;2;1],[2423.62;2099.15;1601.82;1469.29;1012.44;658.386;2386.25;1924.63;1322.09;1000.66;2461.01;320.748;1623.86;1060.48;1961.64;2132.72;1669.59;497.534;696.076;824.556;1707.02;2362.79;1903.37;1314.09;946.34;1863.47;1939.73;1546.18;1817.14;1317.35;292.079;383.193;1092.67;1332.45;523.298;1022.99;1446.11;986.373;654.656;58.54;944.353;1023.39;686.615;922.242;373.327],5721.51,900.003
sff,0,1186180,solved,[0;9;8;7;6;5;4;3;2;1],[1677.46;2099.15;1601.82;1469.29;1012.44;658.386;2386.03;1924.63;1322.09;1000.66;1357.52;320.748;1623.86;1060.48;1961.64;2132.72;1669.59;497.534;696.076;824.556;1707.02;2362.79;1903.37;1314.09;946.34;1863.47;1939.54;1546.18;1817.14;1317.35;292.079;383.193;1092.67;1332.45;523.298;1022.99;1446.11;986.373;654.656;58.54;944.353;1023.39;686.615;922.242;373.327],5632.92,900.003
sff,0,1221932,solved,[0;9;8;7;6;5;4;3;2;1],[1039.35;2089.98;1601.82;1469.29;1012.44;658.386;2385.65;1924.63;1322.09;1000.66;1356.54;320.748;1623.86;1060.48;1961.64;2132.72;1669.59;497.534;696.076;824.556;1707.02;2362.79;1903.37;1313.45;946.34;1863.47;1939.54;1546.18;1798.2;1317.35;292.079;383.193;1092.67;1332.45;523.298;1022.99;1446.11;986.373;654.656;58.54;944.353;1023.39;686.615;922.242;373.327],5314.75,900.003
sff,0,1227319,solved,[0;9;8;7;6;5;4;3;2;1],[1038.84;2089.98;1601.82;1469.29;1012.44;658.386;2385.65;1923.69;1322.09;1000.66;1356.54;320.748;1623.86;1060.48;1961.64;2132.72;1669.59;497.534;696.076;824.556;1707.02;2362.79;1903.37;1313.45;946.34;1863.47;1939.54;1546.18;1798.2;1317.35;292.079;383.193;1092.67;1332.45;523.298;1022.99;1446.11;986.373;654.656;58.54;944.353;1023.39;686.615;922.242;373.327],5314.24,900
sff,0,953052,solved,[0;9;8;7;6;5;4;3;2;1],[2423.82;2099.15;1601.82;1469.29;1012.44;658.607;2386.27;1925.24;1593.99;1000.66;2461.23;320.748;1623.86;1060.48;1962.06;2132.72;1669.59;499.919;696.076;1624.14;1707.15;2362.79;1903.47;1314.22;946.34;1863.47;1939.94;1550.81;1817.14;1317.35;292.183;383.193;1313.11;1332.45;532.829;1022.99;1446.11;986.373;654.656;58.54;944.353;1023.39;686.615;922.242;373.327],5843.79,900.002
sff,0,610845,unsolved,[1;8;7;5;9;3;2],[654.722;58.54;659.694;1023.45;1676.24;1080.91;1344.2;1996.99;1401.65;320.748;922.242;1315.13;979.852;1940.44;2261.18;373.327;292.195;383.193;1395.42;1716.17;1023.04],1e+08,900.001
sff,0,895678,solved,[0;9;8;7;6;5;4;3;2;1],[2423.82;2099.19;1601.82;1469.29;1012.44;658.607;2387.63;1925.24;1593.99;1000.66;2461.23;320.748;1624.65;1060.48;1962.06;2132.72;1669.59;821.679;696.076;1624.24;1707.15;2362.79;1903.72;1314.73;946.347;1863.47;1939.94;1550.81;1817.14;1358.06;292.183;383.193;1313.11;1332.51;1054.44;1022.99;1446.11;986.373;654.656;58.54;944.353;1023.39;686.615;922.242;373.327],6030.49,900.006
