sff,0,587862,unsolved,[1;8;7;3;2],[654.722;58.54;659.694;922.242;1574.86;979.852;373.327;292.195;383.193;1294.86],1e+08,600.001
sff,0,582139,unsolved,[1;8;7;3;2],[654.722;58.54;659.694;922.242;1574.86;979.852;373.327;292.217;383.193;1294.86],1e+08,600.001
sff,0,584543,unsolved,[1;8;7;3;2],[654.722;58.54;659.694;922.242;1574.86;979.852;373.327;292.195;383.193;1294.86],1e+08,600.001
sff,0,591903,unsolved,[1;8;7;3;2],[654.722;58.54;659.694;922.242;1574.86;979.852;373.327;292.195;383.193;1294.86],1e+08,600.001
sff,0,573558,unsolved,[1;8;7;3;2],[654.722;58.54;659.694;922.457;1575.53;980.047;373.327;292.217;383.193;1294.86],1e+08,600
sff,0,649303,unsolved,[1;9;8;7;5;3;2],[986.478;654.722;1640.16;58.54;1044.3;659.694;1023.39;320.748;1676.29;1080.95;922.242;1904.97;1315.07;979.852;1940.49;373.327;1358.34;292.195;383.193;1395.39;1022.99],1e+08,600
sff,0,663908,unsolved,[1;9;8;6;7;5;4;3;2],[986.478;654.722;1639.82;965.864;1953.63;1595.22;58.54;1044.3;659.694;1023.42;1023.35;320.748;1676.29;1962.75;1080.95;751.445;1702.67;1337.97;1717.31;809.985;1774.79;922.131;1904.97;1315.07;1882.95;979.852;1940.49;1673.58;373.327;1358.22;292.195;1337.86;383.193;1395.39;1073.86;1022.99],1e+08,600
sff,0,684115,unsolved,[1;9;6;8;7;5;4;3;2],[986.144;965.828;1926.12;654.722;1640.16;1594.74;58.54;1044.3;1000.66;658.607;1023.35;320.748;1962.72;1676.25;1080.95;710.348;1670.11;1625.16;1337.18;697.658;1707.24;922.242;1904.53;1882.92;1315.07;979.852;1940.44;1627.44;373.327;1358.22;1313.53;292.195;383.193;1395.39;1054.79;1022.99],1e+08,600
sff,0,662625,unsolved,[1;9;8;7;5;4;3;2],[986.144;654.722;1640.16;58.54;1044.3;659.694;1023.35;320.748;1676.29;1080.95;751.445;1737.59;1338.15;809.985;1774.79;922.131;1904.97;1315.07;979.852;1940.49;1673.58;373.327;1358.22;292.195;383.193;1395.39;1073.86;1022.99],1e+08,600.003
sff,0,525883,unsolved,[5;9],[320.81],1e+08,600.003
sff,0,446272,unsolved,[5;9],[320.81],1e+08,600.565
sff,0,510784,unsolved,[5;9],[320.81],1e+08,600.001
sff,0,643607,unsolved,[1;9;8;7;5;3;2],[986.478;654.722;1640.16;58.54;1044.3;659.694;1023.39;320.748;1676.29;1080.95;922.242;1904.97;1315.07;979.852;1940.49;373.327;1358.34;292.195;383.193;1395.39;1022.99],1e+08,600.001
sff,0,637335,unsolved,[1;9;8;7;5;3;2],[986.841;654.722;1640.16;58.54;1044.3;659.694;1023.39;320.748;1676.29;1080.95;922.242;1905.05;1315.07;979.852;1940.49;373.327;1358.34;292.195;383.193;1395.39;1022.99],1e+08,600.001
sff,0,551054,unsolved,[1;8;7;2;3],[654.722;58.54;659.694;373.327;292.217;383.203;1549.52;1587.4;1672.49;1295.29],1e+08,600
sff,0,514423,unsolved,[5;9],[320.81],1e+08,600.029
sff,0,530343,unsolved,[5;9],[320.81],1e+08,600.001
sff,0,551280,unsolved,[1;8;7;2;3],[654.722;58.54;659.694;373.327;292.217;383.203;1549.52;1587.4;1672.49;1295.29],1e+08,600.001
sff,0,517595,unsolved,[5;9],[320.81],1e+08,600
sff,0,700180,unsolved,[1;9;6;8;7;5;4;3;2],[986.144;965.828;1926.12;654.722;1640.16;1594.22;58.54;1013.38;1000.66;658.607;1023.35;320.748;1962.72;1676.25;1080.95;710.348;1670.1;1625.16;1336.78;697.658;1707.24;922.242;1904.22;1882.92;1315.06;979.852;1940.44;1627.44;373.327;1358.22;1313.53;292.183;383.193;1395.39;1054.49;1022.99],1e+08,600.001
