rrt,0,1000000,unsolved,[10;19;41;1],[546.558;898.234;436.476;510.886;443.672;795.348],1e+08,970.929
rrt,0,1000000,unsolved,[13;15;14;24;17;11],[416.494;756.113;532.454;1385.38;1161.72;629.269;304.043;720.537;1060.16;1689.43;186.077;230.417;570.036;1199.31;490.12],1e+08,441.205
