rrt,0,1000000,unsolved,[2;4;1],[1346.13;443.693;902.442],1e+08,1081.76
rrt,0,1000000,unsolved,[7;1;2;6;0],[1970.15;2413.85;443.693;1246.88;723.275;1166.97;444.076;1526.88;1970.57;803.601],1e+08,1532.35
